Date,All,Bin Fan,Calvin Jia,Andrew Audibert,Yupeng Fu,Haoyuan Li,Jiri Simsa,Gene Pang,Pei Sun,madanadit,cc,Chaomin Yu,haoyuan,Jan Hentschel,Yanqin Jin,Mingfei,David Capwell,bf8086,gjhkael,Henry Saputra,David Zhu,Shaoshan Liu,LuQQiu,Carson Wang,luoli,mbl,RongGu,Manu Goyal
Mon Jan 25 00:00:00 CST 2016,429,78,35,59,31,2,79,3,0,0,28,43,3,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Mon Feb 01 00:00:00 CST 2016,342,76,18,44,30,1,70,3,0,0,2,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Feb 08 00:00:00 CST 2016,163,67,21,27,11,0,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Feb 15 00:00:00 CST 2016,118,43,6,10,4,2,18,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
Mon Feb 22 00:00:00 CST 2016,352,93,23,28,30,8,26,16,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,28,0
Mon Feb 29 00:00:00 CST 2016,192,22,19,15,25,0,4,13,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Mon Mar 07 00:00:00 CST 2016,79,17,7,3,4,3,14,6,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Mar 14 00:00:00 CST 2016,148,21,24,16,13,1,6,6,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Mon Mar 21 00:00:00 CST 2016,174,19,39,2,27,8,1,22,0,0,6,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
Mon Mar 28 00:00:00 CST 2016,142,7,6,23,31,2,9,5,0,0,5,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mon Apr 04 00:00:00 CST 2016,164,14,7,29,25,1,10,11,35,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Apr 11 00:00:00 CST 2016,104,11,3,15,17,0,15,9,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Apr 18 00:00:00 CST 2016,152,9,35,17,12,0,14,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Apr 25 00:00:00 CST 2016,157,21,0,17,15,1,19,20,23,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Mon May 02 00:00:00 CST 2016,224,58,3,26,14,0,20,8,14,0,0,0,0,37,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Mon May 09 00:00:00 CST 2016,348,58,52,25,11,5,25,55,57,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon May 16 00:00:00 CST 2016,412,60,105,14,6,2,65,46,27,0,0,12,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon May 23 00:00:00 CST 2016,161,28,26,10,1,2,27,8,14,0,4,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon May 30 00:00:00 CST 2016,214,53,8,22,0,0,0,5,29,0,2,37,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jun 06 00:00:00 CST 2016,95,10,26,27,0,0,1,2,8,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jun 13 00:00:00 CST 2016,126,12,10,13,0,0,18,0,3,0,0,39,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jun 20 00:00:00 CST 2016,148,10,11,23,1,0,33,11,0,1,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Mon Jun 27 00:00:00 CST 2016,195,44,0,33,3,0,23,16,7,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mon Jul 04 00:00:00 CST 2016,126,16,34,26,0,0,2,5,1,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 11 00:00:00 CST 2016,133,16,29,27,1,1,0,12,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 18 00:00:00 CST 2016,166,29,11,51,2,0,3,9,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 25 00:00:00 CST 2016,120,11,9,67,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 01 00:00:00 CST 2016,127,4,10,87,1,0,4,2,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 08 00:00:00 CST 2016,89,20,5,25,0,1,1,3,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 15 00:00:00 CST 2016,167,44,11,14,0,0,1,4,14,0,0,44,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Mon Aug 22 00:00:00 CST 2016,106,4,7,10,0,1,8,1,6,20,1,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 29 00:00:00 CST 2016,65,6,19,15,0,0,1,2,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Sep 05 00:00:00 CST 2016,39,0,5,24,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Sep 12 00:00:00 CST 2016,96,0,7,41,1,0,14,1,19,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Sep 19 00:00:00 CST 2016,136,9,27,27,0,1,2,6,30,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Sep 26 00:00:00 CST 2016,199,24,42,14,0,1,3,2,54,6,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Oct 03 00:00:00 CST 2016,154,19,35,12,2,1,3,1,32,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Oct 10 00:00:00 CST 2016,203,9,24,9,5,0,6,12,18,4,1,23,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Mon Oct 17 00:00:00 CST 2016,224,29,19,52,1,1,10,9,7,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Mon Oct 24 00:00:00 CST 2016,196,19,38,11,1,0,14,10,0,30,0,4,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Mon Oct 31 00:00:00 CST 2016,128,16,27,17,1,2,0,5,11,12,4,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 07 00:00:00 CST 2016,134,13,17,35,1,2,0,1,11,34,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 14 00:00:00 CST 2016,170,4,34,7,3,1,26,11,5,54,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 21 00:00:00 CST 2016,123,1,9,29,0,0,15,2,5,54,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 28 00:00:00 CST 2016,104,10,11,7,0,0,13,9,15,27,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 05 00:00:00 CST 2016,77,1,10,2,1,0,2,0,34,17,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mon Dec 12 00:00:00 CST 2016,127,5,20,9,0,0,8,10,19,20,5,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Mon Dec 19 00:00:00 CST 2016,246,18,35,27,0,0,20,9,52,18,1,6,1,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
Mon Dec 26 00:00:00 CST 2016,86,11,18,4,0,0,3,0,11,0,0,4,7,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
Mon Jan 02 00:00:00 CST 2017,199,26,36,10,3,0,23,12,28,5,1,4,0,0,0,0,0,0,23,0,0,0,0,0,0,11,0,0
Mon Jan 09 00:00:00 CST 2017,158,26,17,18,3,0,15,5,16,5,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,10,0,0
Mon Jan 16 00:00:00 CST 2017,137,23,13,8,0,0,8,24,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Mon Jan 23 00:00:00 CST 2017,48,3,10,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Mon Jan 30 00:00:00 CST 2017,101,29,10,21,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Feb 06 00:00:00 CST 2017,155,15,3,2,8,0,10,0,7,4,0,11,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
Mon Feb 13 00:00:00 CST 2017,142,22,26,12,3,0,26,1,4,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Mon Feb 20 00:00:00 CST 2017,143,6,33,4,6,0,25,0,22,1,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0
Mon Feb 27 00:00:00 CST 2017,125,21,29,6,5,0,12,0,30,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Mon Mar 06 00:00:00 CST 2017,100,4,5,12,3,0,16,1,34,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Mon Mar 13 00:00:00 CST 2017,164,5,4,24,2,1,30,0,10,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
Mon Mar 20 00:00:00 CST 2017,175,19,10,12,13,0,29,0,16,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Mon Mar 27 00:00:00 CST 2017,215,43,11,11,11,0,1,26,20,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Mon Apr 03 00:00:00 CST 2017,292,46,28,13,22,0,2,24,50,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Mon Apr 10 00:00:00 CST 2017,261,32,38,36,4,0,5,4,29,28,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Mon Apr 17 00:00:00 CST 2017,280,65,20,83,20,0,17,13,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Mon Apr 24 00:00:00 CST 2017,246,81,16,38,6,0,10,12,37,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Mon May 01 00:00:00 CST 2017,258,63,29,0,6,0,8,14,50,39,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon May 08 00:00:00 CST 2017,311,42,46,23,2,0,24,39,44,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Mon May 15 00:00:00 CST 2017,251,68,23,29,2,0,20,10,22,45,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon May 22 00:00:00 CST 2017,177,22,33,26,1,0,8,11,30,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Mon May 29 00:00:00 CST 2017,99,6,14,17,2,0,4,7,8,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Mon Jun 05 00:00:00 CST 2017,143,17,21,23,6,0,3,4,10,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jun 12 00:00:00 CST 2017,116,4,19,27,24,0,2,7,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jun 19 00:00:00 CST 2017,133,29,17,12,7,1,1,10,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
Mon Jun 26 00:00:00 CST 2017,115,29,5,5,0,0,0,4,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,1,0,0
Mon Jul 03 00:00:00 CST 2017,131,35,4,11,1,0,1,1,0,0,7,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0
Mon Jul 10 00:00:00 CST 2017,135,26,11,16,6,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Mon Jul 17 00:00:00 CST 2017,107,19,12,3,1,0,0,5,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Mon Jul 24 00:00:00 CST 2017,76,18,13,8,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 31 00:00:00 CST 2017,99,41,13,4,4,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 07 00:00:00 CST 2017,64,14,0,10,8,0,0,2,0,0,0,5,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0
Mon Aug 14 00:00:00 CST 2017,143,15,9,14,9,0,0,0,0,23,0,4,0,0,48,0,0,12,0,0,0,0,0,0,0,0,0,0
Mon Aug 21 00:00:00 CST 2017,284,10,6,22,16,0,0,2,0,78,0,31,0,0,86,0,0,15,0,0,0,0,0,0,0,3,0,0
Mon Aug 28 00:00:00 CST 2017,256,44,14,26,17,0,0,10,0,39,18,20,0,0,52,0,0,0,0,0,0,0,0,0,0,3,0,0
Mon Sep 04 00:00:00 CST 2017,118,8,4,20,8,0,0,3,0,3,6,3,0,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0
Mon Sep 11 00:00:00 CST 2017,184,73,4,9,21,0,0,2,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Sep 18 00:00:00 CST 2017,92,12,3,19,15,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Sep 25 00:00:00 CST 2017,70,11,7,11,7,0,0,0,0,0,0,13,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0
Mon Oct 02 00:00:00 CST 2017,39,9,1,6,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mon Oct 09 00:00:00 CST 2017,115,29,0,0,8,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Mon Oct 16 00:00:00 CST 2017,118,30,8,47,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Oct 23 00:00:00 CST 2017,89,18,4,23,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Oct 30 00:00:00 CST 2017,135,24,12,13,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 06 00:00:00 CST 2017,106,22,5,0,9,0,0,4,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Mon Nov 13 00:00:00 CST 2017,143,18,5,31,14,0,0,12,0,25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 20 00:00:00 CST 2017,162,17,18,18,1,0,0,19,0,18,0,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0
Mon Nov 27 00:00:00 CST 2017,159,15,17,18,30,0,0,17,0,0,0,0,0,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0
Mon Dec 04 00:00:00 CST 2017,111,0,4,11,7,0,0,37,0,23,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 11 00:00:00 CST 2017,190,10,48,16,26,0,0,11,0,7,0,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,0
Mon Dec 18 00:00:00 CST 2017,171,12,31,17,32,0,0,8,0,15,0,0,0,0,33,0,0,13,0,0,0,0,0,0,0,0,0,0
Mon Dec 25 00:00:00 CST 2017,53,23,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Mon Jan 01 00:00:00 CST 2018,161,26,18,30,12,0,0,22,0,22,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0
Mon Jan 08 00:00:00 CST 2018,61,10,4,19,4,0,0,6,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Mon Jan 15 00:00:00 CST 2018,24,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Mon Jan 22 00:00:00 CST 2018,39,3,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Mon Jan 29 00:00:00 CST 2018,34,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mon Feb 05 00:00:00 CST 2018,20,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mon Feb 12 00:00:00 CST 2018,22,2,0,5,2,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mon Feb 19 00:00:00 CST 2018,17,1,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Mon Feb 26 00:00:00 CST 2018,29,2,1,13,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Mon Mar 05 00:00:00 CST 2018,28,3,3,1,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mon Mar 12 00:00:00 CST 2018,35,2,4,12,5,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Mon Mar 19 00:00:00 CST 2018,23,6,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
Mon Mar 26 00:00:00 CST 2018,20,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Mon Apr 02 00:00:00 CST 2018,27,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Mon Apr 09 00:00:00 CST 2018,54,3,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Mon Apr 16 00:00:00 CST 2018,30,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Mon Apr 23 00:00:00 CST 2018,31,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Apr 30 00:00:00 CST 2018,21,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mon May 07 00:00:00 CST 2018,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Mon May 14 00:00:00 CST 2018,26,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mon May 21 00:00:00 CST 2018,21,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0
Mon May 28 00:00:00 CST 2018,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Mon Jun 04 00:00:00 CST 2018,16,0,2,9,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Mon Jun 11 00:00:00 CST 2018,38,6,7,10,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
Mon Jun 18 00:00:00 CST 2018,47,3,2,19,1,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0
Mon Jun 25 00:00:00 CST 2018,26,2,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0
Mon Jul 02 00:00:00 CST 2018,52,4,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Mon Jul 09 00:00:00 CST 2018,25,4,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mon Jul 16 00:00:00 CST 2018,29,3,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mon Jul 23 00:00:00 CST 2018,21,4,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
Mon Jul 30 00:00:00 CST 2018,16,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Mon Aug 06 00:00:00 CST 2018,17,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0
Mon Aug 13 00:00:00 CST 2018,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0
Mon Aug 20 00:00:00 CST 2018,14,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0
Mon Aug 27 00:00:00 CST 2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Mon Sep 03 00:00:00 CST 2018,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0
Mon Sep 10 00:00:00 CST 2018,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Mon Sep 17 00:00:00 CST 2018,12,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Mon Sep 24 00:00:00 CST 2018,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Mon Oct 01 00:00:00 CST 2018,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mon Oct 08 00:00:00 CST 2018,35,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Mon Oct 15 00:00:00 CST 2018,24,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mon Oct 22 00:00:00 CST 2018,70,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
Mon Oct 29 00:00:00 CST 2018,29,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
Mon Nov 05 00:00:00 CST 2018,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 12 00:00:00 CST 2018,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mon Nov 19 00:00:00 CST 2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Mon Nov 26 00:00:00 CST 2018,25,2,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,4,0,0,0,0,0
Mon Dec 03 00:00:00 CST 2018,10,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Mon Dec 10 00:00:00 CST 2018,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
Mon Dec 17 00:00:00 CST 2018,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Mon Dec 24 00:00:00 CST 2018,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Mon Dec 31 00:00:00 CST 2018,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
Mon Jan 07 00:00:00 CST 2019,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Mon Jan 14 00:00:00 CST 2019,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
Mon Jan 21 00:00:00 CST 2019,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Mon Jan 28 00:00:00 CST 2019,21,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0
Mon Feb 04 00:00:00 CST 2019,27,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,0,2,0,0,0,0,0
Mon Feb 11 00:00:00 CST 2019,20,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
Mon Feb 18 00:00:00 CST 2019,25,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0
Mon Feb 25 00:00:00 CST 2019,34,1,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,2,0,5,0,0,0,0,0
Mon Mar 04 00:00:00 CST 2019,26,2,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0
Mon Mar 11 00:00:00 CST 2019,13,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mon Mar 18 00:00:00 CST 2019,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Mar 25 00:00:00 CST 2019,14,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
Mon Apr 01 00:00:00 CST 2019,18,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
Summary,29658,3900,3590,2888,1760,1744,1656,1628,1094,833,817,816,526,389,363,223,219,174,156,129,118,110,108,106,105,103,101,101
